title,detail,cover_image,no_copies,in_stock,price,category_id,author_id,publisher_id
If a Tree Falls: A Story of the Earth Liberation Front,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",https://robohash.org/temporevelsaepe.png?size=100x100&set=set1,98,98,60.82,8,42,62
Phil Ochs: There But for Fortune,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",https://robohash.org/atrepudiandaeasperiores.png?size=100x100&set=set1,59,59,52.56,17,74,61
Bullies,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",https://robohash.org/harumbeataedistinctio.png?size=100x100&set=set1,7,7,10.69,6,12,23
"Best Intentions, The (Den goda viljan)","Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",https://robohash.org/velducimuspossimus.png?size=100x100&set=set1,90,90,48.84,1,40,6
"Caine Mutiny, The","Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",https://robohash.org/illumeosmaiores.png?size=100x100&set=set1,86,86,68.37,1,88,93
Devdas,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",https://robohash.org/voluptatemutquis.png?size=100x100&set=set1,23,23,38.23,12,6,12
Hour of the Gun,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",https://robohash.org/quasiaperiamomnis.png?size=100x100&set=set1,99,99,50.32,6,96,41
Toe to Toe,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",https://robohash.org/facerecumquealiquam.png?size=100x100&set=set1,44,44,51.07,8,54,56
On the Road,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",https://robohash.org/temporibussedprovident.png?size=100x100&set=set1,3,3,59.75,7,53,52
Jackass Presents: Bad Grandpa,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,https://robohash.org/vitaequodvelit.png?size=100x100&set=set1,21,21,52.62,3,44,4
Don't Drink the Water,Vestibulum ac est lacinia nisi venenatis tristique.,https://robohash.org/perferendisdebitiseius.png?size=100x100&set=set1,99,99,2.47,2,26,29
How I Live Now,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",https://robohash.org/nonautemvoluptatem.png?size=100x100&set=set1,99,99,25.73,7,79,75
The Party,Aliquam erat volutpat. In congue. Etiam justo.,https://robohash.org/voluptasmodiin.png?size=100x100&set=set1,27,27,16.83,12,97,93
101 Dalmatians,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,https://robohash.org/porroadipiscimagnam.png?size=100x100&set=set1,85,85,31.46,13,38,80
Snow Queen,Aliquam non mauris.,https://robohash.org/quiquisaut.png?size=100x100&set=set1,14,14,17.38,6,24,50
Poor White Trash,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",https://robohash.org/vitaequiaodit.png?size=100x100&set=set1,32,32,64.14,10,47,38
Little Sister,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",https://robohash.org/liberomodiest.png?size=100x100&set=set1,62,62,50.95,1,83,84
Domestic Disturbance,In congue. Etiam justo. Etiam pretium iaculis justo.,https://robohash.org/quiaiustoofficia.png?size=100x100&set=set1,4,4,3.83,4,10,51
"Minus Man, The","Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",https://robohash.org/ipsaipsamassumenda.png?size=100x100&set=set1,73,73,25.62,14,87,91
Return to Life,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",https://robohash.org/sequiconsequaturnihil.png?size=100x100&set=set1,26,26,56.48,12,3,18
Sheep Eaters (Lampaansyöjät),"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",https://robohash.org/inventorequiaanimi.png?size=100x100&set=set1,11,11,18.0,12,64,39
AVPR: Aliens vs. Predator - Requiem,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,https://robohash.org/assumendaeumnisi.png?size=100x100&set=set1,32,32,33.63,1,34,51
American Adobo,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,https://robohash.org/etquasimaxime.png?size=100x100&set=set1,12,12,26.77,2,23,29
Gidget,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,https://robohash.org/officiamollitiapossimus.png?size=100x100&set=set1,24,24,1.77,14,85,3
"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi)",Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,https://robohash.org/nonomnisdignissimos.png?size=100x100&set=set1,86,86,50.9,4,93,70
Short Sharp Shock (Kurz und schmerzlos) ,In congue.,https://robohash.org/quiasuntconsequuntur.png?size=100x100&set=set1,4,4,45.91,8,56,92
Farewell My Concubine (Ba wang bie ji),Duis bibendum.,https://robohash.org/doloresfugasoluta.png?size=100x100&set=set1,55,55,29.02,14,38,42
"Tinker, Tailor, Soldier, Spy","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",https://robohash.org/saepemolestiaevelit.png?size=100x100&set=set1,28,28,60.27,16,10,15
Hi-Yo Silver,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,https://robohash.org/voluptatesrationepariatur.png?size=100x100&set=set1,52,52,22.02,7,66,55
"If It's Tuesday, This Must Be Belgium",Suspendisse potenti.,https://robohash.org/maioresreiciendisharum.png?size=100x100&set=set1,52,52,13.7,12,51,77
Ricky Rapper (Risto Räppääjä),Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,https://robohash.org/quoconsequaturqui.png?size=100x100&set=set1,14,14,63.67,15,56,9
Cesar Chavez,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",https://robohash.org/illumimpeditmodi.png?size=100x100&set=set1,61,61,55.13,3,54,59
"Cobweb, The","Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",https://robohash.org/isteanimiinventore.png?size=100x100&set=set1,40,40,7.53,3,54,48
Boy (Shônen),"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",https://robohash.org/doloresessererum.png?size=100x100&set=set1,30,30,19.32,5,98,2
Being Cyrus,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",https://robohash.org/nequeoptioqui.png?size=100x100&set=set1,80,80,43.62,17,40,22
Material Girls,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",https://robohash.org/nobisquiaid.png?size=100x100&set=set1,73,73,51.19,5,69,84
Love Is Strange,Cras pellentesque volutpat dui.,https://robohash.org/quossiteum.png?size=100x100&set=set1,11,11,27.19,3,68,12
Porgy and Bess,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",https://robohash.org/sapientenesciuntmaxime.png?size=100x100&set=set1,31,31,4.07,1,1,51
"Big Sleep, The","Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",https://robohash.org/aperiamdoloressequi.png?size=100x100&set=set1,59,59,10.06,7,71,18
Rendezvous,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",https://robohash.org/utquaeveniam.png?size=100x100&set=set1,78,78,65.8,13,90,44
That's Entertainment! III,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",https://robohash.org/eosaspernaturqui.png?size=100x100&set=set1,4,4,66.85,11,35,56
"Presidio, The","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",https://robohash.org/eumaspernaturducimus.png?size=100x100&set=set1,94,94,67.43,2,87,96
"Actor's Revenge, An (Yukinojô henge)","Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",https://robohash.org/utpariaturillo.png?size=100x100&set=set1,14,14,5.13,9,29,98
Frozen Land (Paha maa),"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",https://robohash.org/ullamquiquis.png?size=100x100&set=set1,44,44,68.55,16,41,63
"World of Apu, The (Apur Sansar)","Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",https://robohash.org/nequequaset.png?size=100x100&set=set1,99,99,67.99,12,52,86
Ambush (Rukajärven tie),"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",https://robohash.org/autemeterror.png?size=100x100&set=set1,40,40,69.36,1,21,52
Betty Boop's Hallowe'en Party,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",https://robohash.org/atteneturmodi.png?size=100x100&set=set1,91,91,4.55,4,8,87
Disneyland Dream,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",https://robohash.org/abilloquaerat.png?size=100x100&set=set1,31,31,37.64,10,48,62
A Grain of Truth,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",https://robohash.org/autexcepturiet.png?size=100x100&set=set1,3,3,14.15,1,22,29
Ice Bound,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",https://robohash.org/utfugiataut.png?size=100x100&set=set1,52,52,4.23,11,18,8
Teacher's Pet,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",https://robohash.org/porrobeataeaut.png?size=100x100&set=set1,62,62,52.39,11,63,51
"Big Empty, The","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",https://robohash.org/etdoloribusvoluptatem.png?size=100x100&set=set1,56,56,17.89,10,26,55
